suburb_state,postcode,suburb,state
"BLAIR ATHOL, SA",5084,BLAIR ATHOL,SA
"ATITJERE, NT",0872,ATITJERE,NT
"ATKINSONS DAM, QLD",4311,ATKINSONS DAM,QLD
"ATTADALE, WA",6156,ATTADALE,WA
"ATTUNGA, NSW",2345,ATTUNGA,NSW
"ATTWOOD, VIC",3049,ATTWOOD,VIC
"ATWELL, WA",6164,ATWELL,WA
"AUBIGNY, QLD",4401,AUBIGNY,QLD
"AUBIN GROVE, WA",6164,AUBIN GROVE,WA
"AUBREY, VIC",3393,AUBREY,VIC
"AUBURN, NSW",1835,AUBURN,NSW
"AUBURN, NSW",2144,AUBURN,NSW
"AUBURN, VIC",3123,AUBURN,VIC
"AUBURN, QLD",4413,AUBURN,QLD
"AUBURN, SA",5451,AUBURN,SA
"AUBURN SOUTH, VIC",3122,AUBURN SOUTH,VIC
"AUBURN VALE, NSW",2360,AUBURN VALE,NSW
"AUCHENFLOWER, QLD",4066,AUCHENFLOWER,QLD
"AUCHMORE, VIC",3570,AUCHMORE,VIC
"AUGATHELLA, QLD",4477,AUGATHELLA,QLD
"AUGUSTA, WA",6290,AUGUSTA,WA
"EAST AUGUSTA, WA",6290,EAST AUGUSTA,WA
"PORT AUGUSTA, SA",5700,PORT AUGUSTA,SA
"PORT AUGUSTA, SA",5701,PORT AUGUSTA,SA
"PORT AUGUSTA NORTH, SA",5700,PORT AUGUSTA NORTH,SA
"PORT AUGUSTA WEST, SA",5700,PORT AUGUSTA WEST,SA
"AUGUSTINE HEIGHTS, QLD",4300,AUGUSTINE HEIGHTS,QLD
"AULDANA, SA",5072,AULDANA,SA
"AURUKUN, QLD",4892,AURUKUN,QLD
"AUSTINMER, NSW",2515,AUSTINMER,NSW
"AUSTINS FERRY, TAS",7011,AUSTINS FERRY,TAS
"AUSTINVILLE, QLD",4213,AUSTINVILLE,QLD
"AUSTRAL, NSW",2179,AUSTRAL,NSW
"AUSTRAL EDEN, NSW",2440,AUSTRAL EDEN,NSW
"AUSTRALIA FAIR, QLD",4215,AUSTRALIA FAIR,QLD
"AUSTRALIA PLAINS, SA",5374,AUSTRALIA PLAINS,SA
"AUSTRALIA SQUARE, NSW",1215,AUSTRALIA SQUARE,NSW
"AUSTRALIAN DEFENCE FORCES, NSW",2890,AUSTRALIAN DEFENCE FORCES,NSW
"AUSTRALIAN NATIONAL UNIVERSITY, ACT",0200,AUSTRALIAN NATIONAL UNIVERSITY,ACT
"AUSTRALIND, WA",6233,AUSTRALIND,WA
"AVALON, VIC",3212,AVALON,VIC
"AVALON BEACH, NSW",2107,AVALON BEACH,NSW
"AVELEY, WA",6069,AVELEY,WA
"AVENEL, VIC",3664,AVENEL,VIC
"AVENELL HEIGHTS, QLD",4670,AVENELL HEIGHTS,QLD
"AVENUE RANGE, SA",5273,AVENUE RANGE,SA
"AVISFORD, NSW",2850,AVISFORD,NSW
"AVOCA, NSW",2577,AVOCA,NSW
"AVOCA, VIC",3467,AVOCA,VIC
"AVOCA, QLD",4670,AVOCA,QLD
"AVOCA, TAS",7213,AVOCA,TAS
"AVOCA BEACH, NSW",2251,AVOCA BEACH,NSW
"AVOCA DELL, SA",5253,AVOCA DELL,SA
"AVOCA VALE, QLD",4314,AVOCA VALE,QLD
"NORTH AVOCA, NSW",2260,NORTH AVOCA,NSW
"AVON, NSW",2574,AVON,NSW
"AVON, SA",5501,AVON,SA
"AVON PLAINS, VIC",3477,AVON PLAINS,VIC
"AVON VALLEY NATIONAL PARK, WA",6084,AVON VALLEY NATIONAL PARK,WA
"AVONDALE, NSW",2530,AVONDALE,NSW
"AVONDALE, QLD",4670,AVONDALE,QLD
"AVONDALE HEIGHTS, VIC",3034,AVONDALE HEIGHTS,VIC
"AVONMORE, VIC",3559,AVONMORE,VIC
"AVONSIDE, NSW",2628,AVONSIDE,NSW
"AVONSLEIGH, VIC",3782,AVONSLEIGH,VIC
"RICH AVON, VIC",3480,RICH AVON,VIC
"RICH AVON EAST, VIC",3480,RICH AVON EAST,VIC
"RICH AVON WEST, VIC",3480,RICH AVON WEST,VIC
"AWABA, NSW",2283,AWABA,NSW
"AXE CREEK, VIC",3551,AXE CREEK,VIC
"AXEDALE, VIC",3551,AXEDALE,VIC
"AYERS RANGE SOUTH, SA",0872,AYERS RANGE SOUTH,SA
"AYLMERTON, NSW",2575,AYLMERTON,NSW
"AYR, QLD",4807,AYR,QLD
"AYRFORD, VIC",3268,AYRFORD,VIC
"AYTON, QLD",4895,AYTON,QLD
"BAAN BAA, NSW",2390,BAAN BAA,NSW
"BAANDEE, WA",6412,BAANDEE,WA
"NORTH BAANDEE, WA",6412,NORTH BAANDEE,WA
"BABAKIN, WA",6428,BABAKIN,WA
"BABBAGE ISLAND, WA",6701,BABBAGE ISLAND,WA
"BABINDA, NSW",2825,BABINDA,NSW
"BABINDA, QLD",4861,BABINDA,QLD
"BABYL CREEK, NSW",2470,BABYL CREEK,NSW
"BACCHUS MARSH, VIC",3340,BACCHUS MARSH,VIC
"BACK CREEK, NSW",2372,BACK CREEK,NSW
"BACK CREEK, NSW",2390,BACK CREEK,NSW
"BACK CREEK, NSW",2422,BACK CREEK,NSW
"BACK CREEK, NSW",2484,BACK CREEK,NSW
"BACK CREEK, NSW",2622,BACK CREEK,NSW
"BACK CREEK, NSW",2671,BACK CREEK,NSW
"LITTLE BACK CREEK, NSW",2474,LITTLE BACK CREEK,NSW
"BACK FOREST, NSW",2535,BACK FOREST,NSW
"BACK PLAINS, QLD",4361,BACK PLAINS,QLD
"BACK VALLEY, SA",5211,BACK VALLEY,SA
"BACKMEDE, NSW",2470,BACKMEDE,NSW
"BACKWATER, NSW",2365,BACKWATER,NSW
"BACKY POINT, SA",5601,BACKY POINT,SA
"BADDAGINNIE, VIC",3670,BADDAGINNIE,VIC
"BADEN, TAS",7120,BADEN,TAS
"BADGEBUP, WA",6317,BADGEBUP,WA
"BADGER CREEK, VIC",3777,BADGER CREEK,VIC
"BADGER HEAD, TAS",7270,BADGER HEAD,TAS
"BADGERIN ROCK, WA",6475,BADGERIN ROCK,WA
"BADGERYS CREEK, NSW",2555,BADGERYS CREEK,NSW
"BADGIN, WA",6302,BADGIN,WA
"BADGINGARRA, WA",6521,BADGINGARRA,WA
"BADJA, NSW",2630,BADJA,NSW
"BADJALING, WA",6383,BADJALING,WA
"BADU ISLAND, QLD",4875,BADU ISLAND,QLD
"BAEL BAEL, VIC",3579,BAEL BAEL,VIC
"BAERAMI, NSW",2333,BAERAMI,NSW
"BAERAMI CREEK, NSW",2333,BAERAMI CREEK,NSW
"BAFFLE CREEK, QLD",4674,BAFFLE CREEK,QLD
"BAFFLE WEST, QLD",4454,BAFFLE WEST,QLD
"BAGDAD, TAS",7030,BAGDAD,TAS
"BAGNOO, NSW",2446,BAGNOO,NSW
"BAGO, NSW",2446,BAGO,NSW
"BAGOT WELL, SA",5373,BAGOT WELL,SA
"BAGOTVILLE, NSW",2477,BAGOTVILLE,NSW
"LOWER BAGO, NSW",2730,LOWER BAGO,NSW
"BAGSHOT, VIC",3551,BAGSHOT,VIC
"BAGSHOT NORTH, VIC",3551,BAGSHOT NORTH,VIC
"BAHGALLAH, VIC",3312,BAHGALLAH,VIC
"BAHRS SCRUB, QLD",4207,BAHRS SCRUB,QLD
"BAILIESTON, VIC",3608,BAILIESTON,VIC
"BAILUP, WA",6082,BAILUP,WA
"BAINES, NT",0852,BAINES,NT
"BAIRD BAY, SA",5671,BAIRD BAY,SA
"BAIRNSDALE, VIC",3875,BAIRNSDALE,VIC
"EAST BAIRNSDALE, VIC",3875,EAST BAIRNSDALE,VIC
"BAJOOL, QLD",4699,BAJOOL,QLD
"BAKARA, SA",5354,BAKARA,SA
"BAKARA WELL, SA",5354,BAKARA WELL,SA
"BAKERS BEACH, TAS",7307,BAKERS BEACH,TAS
"BAKERS BEND, QLD",4470,BAKERS BEND,QLD
"BAKERS CREEK, NSW",2359,BAKERS CREEK,NSW
"BAKERS CREEK, NSW",2422,BAKERS CREEK,NSW
"BAKERS CREEK, NSW",2447,BAKERS CREEK,NSW
"BAKERS CREEK, QLD",4740,BAKERS CREEK,QLD
"BAKERS HILL, WA",6562,BAKERS HILL,WA
"BAKERS SWAMP, NSW",2820,BAKERS SWAMP,NSW
"BAKERY HILL, VIC",3350,BAKERY HILL,VIC
"BAKERY HILL, VIC",3354,BAKERY HILL,VIC
"BAKEWELL, NT",0832,BAKEWELL,NT
"BAKING BOARD, QLD",4413,BAKING BOARD,QLD
"BALACLAVA, NSW",2575,BALACLAVA,NSW
"BALACLAVA, VIC",3183,BALACLAVA,VIC
"BALAH, SA",5417,BALAH,SA
"BALAKLAVA, SA",5461,BALAKLAVA,SA
"BALALA, NSW",2358,BALALA,NSW
"BALBARRUP, WA",6258,BALBARRUP,WA
"BALBERRA, QLD",4740,BALBERRA,QLD
"BALCATTA, WA",6021,BALCATTA,WA
"BALCATTA, WA",6914,BALCATTA,WA
"BALCOLYN, NSW",2264,BALCOLYN,NSW
"BALCOMBA, QLD",4702,BALCOMBA,QLD
"BALD BLAIR, NSW",2365,BALD BLAIR,NSW
"BALD HILLS, NSW",2549,BALD HILLS,NSW
"BALD HILLS, VIC",3364,BALD HILLS,VIC
"BALD HILLS, QLD",4036,BALD HILLS,QLD
"BALD HILLS, SA",5203,BALD HILLS,SA
"BALD KNOB, QLD",4552,BALD KNOB,QLD
"BALD NOB, NSW",2370,BALD NOB,NSW
"BALD RIDGE, NSW",2795,BALD RIDGE,NSW
"BALDERSLEIGH, NSW",2365,BALDERSLEIGH,NSW
"BALDINA, SA",5417,BALDINA,SA
"BALDIVIS, WA",6171,BALDIVIS,WA
"BALDRY, NSW",2867,BALDRY,NSW
"BALFES CREEK, QLD",4820,BALFES CREEK,QLD
"BALFOURS PEAK, NSW",2403,BALFOURS PEAK,NSW
"BALGA, WA",6061,BALGA,WA
"BALGAL BEACH, QLD",4816,BALGAL BEACH,QLD
"BALGOWAN, QLD",4401,BALGOWAN,QLD
"BALGOWAN, SA",5573,BALGOWAN,SA
"BALGOWLAH, NSW",2093,BALGOWLAH,NSW
"BALGOWLAH HEIGHTS, NSW",2093,BALGOWLAH HEIGHTS,NSW
"NORTH BALGOWLAH, NSW",2093,NORTH BALGOWLAH,NSW
"BALGOWNIE, NSW",2519,BALGOWNIE,NSW
"BALHANNAH, SA",5242,BALHANNAH,SA
"BALICKERA, NSW",2324,BALICKERA,NSW
"BALINGUP, WA",6253,BALINGUP,WA
"BALINTORE, VIC",3249,BALINTORE,VIC
"BALKULING, WA",6383,BALKULING,WA
"BALL BAY, QLD",4741,BALL BAY,QLD
"BALLA BALLA, WA",6714,BALLA BALLA,WA
"BALLADONG, WA",6302,BALLADONG,WA
"BALLADONIA, WA",6443,BALLADONIA,WA
"BALLADORAN, NSW",2822,BALLADORAN,NSW
"BALLAJURA, WA",6066,BALLAJURA,WA
"BALLALABA, NSW",2622,BALLALABA,NSW
"BALLAN, VIC",3342,BALLAN,VIC
"BALLANDEAN, QLD",4382,BALLANDEAN,QLD
"BALLANGEICH, VIC",3279,BALLANGEICH,VIC
"BALLAPUR, VIC",3483,BALLAPUR,VIC
"BALLARAT, VIC",3350,BALLARAT,VIC
"BALLARAT, VIC",3353,BALLARAT,VIC
"BALLARAT CENTRAL, VIC",3350,BALLARAT CENTRAL,VIC
"BALLARAT EAST, VIC",3350,BALLARAT EAST,VIC
"BALLARAT MC, VIC",3354,BALLARAT MC,VIC
"BALLARAT NORTH, VIC",3350,BALLARAT NORTH,VIC
"BALLARAT WEST, VIC",3350,BALLARAT WEST,VIC
"BALLARD, QLD",4352,BALLARD,QLD
"BALLAROO, QLD",4455,BALLAROO,QLD
"BALLAST HEAD, SA",5221,BALLAST HEAD,SA
"BALLAYING, WA",6315,BALLAYING,WA
"BALLDALE, NSW",2646,BALLDALE,NSW
"BALLENDELLA, VIC",3561,BALLENDELLA,VIC
"BALLENGARRA, NSW",2441,BALLENGARRA,NSW
"BALLIANG, VIC",3340,BALLIANG,VIC
"BALLIANG EAST, VIC",3340,BALLIANG EAST,VIC
"BALLIDU, WA",6606,BALLIDU,WA
"EAST BALLIDU, WA",6606,EAST BALLIDU,WA
"WEST BALLIDU, WA",6606,WEST BALLIDU,WA
"BALLIMORE, NSW",2830,BALLIMORE,NSW
"BALLINA, NSW",2478,BALLINA,NSW
"BALLINA DC, NSW",2478,BALLINA DC,NSW
"EAST BALLINA, NSW",2478,EAST BALLINA,NSW
"SOUTH BALLINA, NSW",2478,SOUTH BALLINA,NSW
"WEST BALLINA, NSW",2478,WEST BALLINA,NSW
"BALLOGIE, QLD",4610,BALLOGIE,QLD
"BALLY BALLY, WA",6304,BALLY BALLY,WA
"BALLYROE, NSW",2795,BALLYROE,NSW
"BALLYROGAN, VIC",3375,BALLYROGAN,VIC
"BALMAIN, NSW",2041,BALMAIN,NSW
"BALMAIN EAST, NSW",2041,BALMAIN EAST,NSW
"BALMATTUM, VIC",3666,BALMATTUM,VIC
"BALMORAL, NSW",2283,BALMORAL,NSW
"BALMORAL, NSW",2571,BALMORAL,NSW
"BALMORAL, VIC",3407,BALMORAL,VIC
"BALMORAL, QLD",4171,BALMORAL,QLD
"BALMORAL RIDGE, QLD",4552,BALMORAL RIDGE,QLD
"BALNAGOWAN, QLD",4740,BALNAGOWAN,QLD
"BALNARRING, VIC",3926,BALNARRING,VIC
"BALNARRING BEACH, VIC",3926,BALNARRING BEACH,VIC
"BALOOK, VIC",3971,BALOOK,VIC
"BALRANALD, NSW",2715,BALRANALD,NSW
"BALWYN, VIC",3103,BALWYN,VIC
"BALWYN EAST, VIC",3103,BALWYN EAST,VIC
"BALWYN NORTH, VIC",3104,BALWYN NORTH,VIC
"BAMAGA, QLD",4876,BAMAGA,QLD
"BAMARANG, NSW",2540,BAMARANG,NSW
"BAMAWM, VIC",3561,BAMAWM,VIC
"BAMAWM EXTENSION, VIC",3564,BAMAWM EXTENSION,VIC
"BAMBAROO, QLD",4850,BAMBAROO,QLD
"BAMBOO, QLD",4873,BAMBOO,QLD
"BAMBOO CREEK, QLD",4860,BAMBOO CREEK,QLD
"BAMBRA, VIC",3241,BAMBRA,VIC
"BAMBUN, WA",6503,BAMBUN,WA
"BAMGANIE, VIC",3333,BAMGANIE,VIC
"BAN BAN, QLD",4625,BAN BAN,QLD
"BAN BAN SPRINGS, QLD",4625,BAN BAN SPRINGS,QLD
"PAN BAN, NSW",2648,PAN BAN,NSW
"BANANA, QLD",4702,BANANA,QLD
"BANCA, TAS",7265,BANCA,TAS
"BANCROFT, QLD",4630,BANCROFT,QLD
"BANDA BANDA, NSW",2446,BANDA BANDA,NSW
"ORA BANDA, WA",6431,ORA BANDA,WA
"BANDIANA, VIC",3691,BANDIANA,VIC
"BANDIANA MILPO, VIC",3694,BANDIANA MILPO,VIC
"BANDON GROVE, NSW",2420,BANDON GROVE,NSW
"BANDY CREEK, WA",6450,BANDY CREEK,WA
"BANDYA, WA",6440,BANDYA,WA
"BANGADANG, NSW",2729,BANGADANG,NSW
"BANGALEE, NSW",2541,BANGALEE,NSW
"BANGALEE, QLD",4703,BANGALEE,QLD
"BANGALOW, NSW",2479,BANGALOW,NSW
"BANGERANG, VIC",3393,BANGERANG,VIC
"BANGHAM, SA",5268,BANGHAM,SA
"BANGHEET, NSW",2404,BANGHEET,NSW
"BANGHOLME, VIC",3175,BANGHOLME,VIC
"BANGO, NSW",2582,BANGO,NSW
"BANGOR, NSW",2234,BANGOR,NSW
"BANGOR, SA",5481,BANGOR,SA
"BANGOR, TAS",7267,BANGOR,TAS
"BANJUP, WA",6164,BANJUP,WA
"BANKS, ACT",2906,BANKS,ACT
"BANKS CREEK, QLD",4306,BANKS CREEK,QLD
"BANKS POCKET, QLD",4570,BANKS POCKET,QLD
"BANKSIA, NSW",2216,BANKSIA,NSW
"BANKSIA BEACH, QLD",4507,BANKSIA BEACH,QLD
"BANKSIA GROVE, WA",6031,BANKSIA GROVE,WA
"BANKSIA PARK, SA",5091,BANKSIA PARK,SA
"BANKSIA PENINSULA, VIC",3875,BANKSIA PENINSULA,VIC
"BANKSIADALE, WA",6213,BANKSIADALE,WA
"BANKSMEADOW, NSW",2019,BANKSMEADOW,NSW
"BANKSTOWN, NSW",1885,BANKSTOWN,NSW
"BANKSTOWN, NSW",2200,BANKSTOWN,NSW
"BANKSTOWN AERODROME, NSW",2200,BANKSTOWN AERODROME,NSW
"BANKSTOWN NORTH, NSW",2200,BANKSTOWN NORTH,NSW
"BANKSTOWN SQUARE, NSW",2200,BANKSTOWN SQUARE,NSW
"LOVELY BANKS, VIC",3213,LOVELY BANKS,VIC
"WILLOW BANKS, SA",5253,WILLOW BANKS,SA
"BANNABY, NSW",2580,BANNABY,NSW
"BANNERTON, VIC",3549,BANNERTON,VIC
"BANNISTER, NSW",2580,BANNISTER,NSW
"BANNISTER, WA",6390,BANNISTER,WA
"NORTH BANNISTER, WA",6390,NORTH BANNISTER,WA
"BANNOCKBURN, VIC",3331,BANNOCKBURN,VIC
"BANNOCKBURN, QLD",4207,BANNOCKBURN,QLD
"BANOON, NSW",2347,BANOON,NSW
"BANORA POINT, NSW",2486,BANORA POINT,NSW
"BANYA, QLD",4551,BANYA,QLD
"BANYABBA, NSW",2460,BANYABBA,NSW
"BANYAN, VIC",3485,BANYAN,VIC
"BANYENA, VIC",3388,BANYENA,VIC
"BANYO, QLD",4014,BANYO,QLD
"BANYULE, VIC",3084,BANYULE,VIC
"BAPAUME, QLD",4352,BAPAUME,QLD
"BAR BEACH, NSW",2300,BAR BEACH,NSW
"BAR POINT, NSW",2083,BAR POINT,NSW
"BARA, NSW",2850,BARA,NSW
"BARABBA, SA",5460,BARABBA,SA
"BARADINE, NSW",2396,BARADINE,NSW
"BARAKULA, QLD",4413,BARAKULA,QLD
"BARALABA, QLD",4702,BARALABA,QLD
"BARAMBAH, QLD",4601,BARAMBAH,QLD
"BARANDUDA, VIC",3691,BARANDUDA,VIC
"BARANGAROO, NSW",2000,BARANGAROO,NSW
"BARATTA, SA",5432,BARATTA,SA
"BARBALIN, WA",6479,BARBALIN,WA
"BARBERTON, WA",6510,BARBERTON,WA
"BARCALDINE, QLD",4725,BARCALDINE,QLD
"BARCOONGERE, NSW",2460,BARCOONGERE,NSW
"BARDEN RIDGE, NSW",2234,BARDEN RIDGE,NSW
"BARDIA, NSW",2565,BARDIA,NSW
"BARDON, QLD",4065,BARDON,QLD
"BARDWELL PARK, NSW",2207,BARDWELL PARK,NSW
"BARDWELL VALLEY, NSW",2207,BARDWELL VALLEY,NSW
"BAREE, QLD",4714,BAREE,QLD
"BAREENA, VIC",3220,BAREENA,VIC
"BARELLAN, NSW",2665,BARELLAN,NSW
"BARELLAN POINT, QLD",4306,BARELLAN POINT,QLD
"BARFOLD, VIC",3444,BARFOLD,VIC
"BARGARA, QLD",4670,BARGARA,QLD
"BARGO, NSW",2574,BARGO,NSW
"BARGUNYAH, QLD",4488,BARGUNYAH,QLD
"BARHAM, NSW",2732,BARHAM,NSW
"BARIGAN, NSW",2850,BARIGAN,NSW
"BARINGA, QLD",4551,BARINGA,QLD
"BARINGHUP, VIC",3463,BARINGHUP,VIC
"BARINGHUP WEST, VIC",3463,BARINGHUP WEST,VIC
"BARINIA, SA",5453,BARINIA,SA
"BARJARG, VIC",3723,BARJARG,VIC
"BARKER CREEK FLAT, QLD",4615,BARKER CREEK FLAT,QLD
"BARKERS CREEK, VIC",3451,BARKERS CREEK,VIC
"BARKERS VALE, NSW",2474,BARKERS VALE,NSW
"BARKLY, VIC",3384,BARKLY,VIC
"BARKLY, QLD",4825,BARKLY,QLD
"BARKSTEAD, VIC",3364,BARKSTEAD,VIC
"BARLIL, QLD",4605,BARLIL,QLD
"BARLOWS HILL, QLD",4703,BARLOWS HILL,QLD
"BARLYNE, QLD",4625,BARLYNE,QLD
"BARMAH, VIC",3639,BARMAH,VIC
"BARMARYEE, QLD",4703,BARMARYEE,QLD
"BARMEDMAN, NSW",2668,BARMEDMAN,NSW
"BARMERA, SA",5345,BARMERA,SA
"BARMOYA, QLD",4703,BARMOYA,QLD
"BARNA, SA",5641,BARNA,SA
"BARNADOWN, VIC",3557,BARNADOWN,VIC
"BARNARD, QLD",4702,BARNARD,QLD
"BARNAWARTHA, VIC",3688,BARNAWARTHA,VIC
"BARNAWARTHA NORTH, VIC",3691,BARNAWARTHA NORTH,VIC
"BARNDIOOTA, SA",5434,BARNDIOOTA,SA
"BARNES BAY, TAS",7150,BARNES BAY,TAS
"BARNEY POINT, QLD",4680,BARNEY POINT,QLD
"BARNEY VIEW, QLD",4287,BARNEY VIEW,QLD
"BARNEYS REEF, NSW",2852,BARNEYS REEF,NSW
"BARNSLEY, NSW",2278,BARNSLEY,NSW
"BAROMI, VIC",3871,BAROMI,VIC
"BARONGAROOK, VIC",3249,BARONGAROOK,VIC
"BARONGAROOK WEST, VIC",3249,BARONGAROOK WEST,VIC
"BAROOGA, NSW",3644,BAROOGA,NSW
"BAROONDAH, QLD",4420,BAROONDAH,QLD
"BAROOTA, SA",5495,BAROOTA,SA
"BAROSSA GOLDFIELDS, SA",5351,BAROSSA GOLDFIELDS,SA
"BARRABA, NSW",2347,BARRABA,NSW
"BARRABOOL, VIC",3221,BARRABOOL,VIC
"BARRABUP, WA",6275,BARRABUP,WA
"BARRACK HEIGHTS, NSW",2528,BARRACK HEIGHTS,NSW
"BARRACK POINT, NSW",2528,BARRACK POINT,NSW
"BARRAGANYATTI, NSW",2441,BARRAGANYATTI,NSW
"BARRAGGA BAY, NSW",2546,BARRAGGA BAY,NSW
"BARRAGUP, WA",6209,BARRAGUP,WA
"BARRAKEE, VIC",3525,BARRAKEE,VIC
"BARRAMORNIE, QLD",4416,BARRAMORNIE,QLD
"BARRAMUNGA, VIC",3249,BARRAMUNGA,VIC
"BARRAPORT, VIC",3537,BARRAPORT,VIC
"BARRAPORT WEST, VIC",3537,BARRAPORT WEST,VIC
"BARRATTA, NSW",2710,BARRATTA,NSW
"BARRATTA, QLD",4809,BARRATTA,QLD
"BARREN GROUNDS, NSW",2577,BARREN GROUNDS,NSW
"BARRENGARRY, NSW",2577,BARRENGARRY,NSW
"BARRETTA, TAS",7054,BARRETTA,TAS
"BARRETTS CREEK, NSW",2460,BARRETTS CREEK,NSW
"BARRINE, QLD",4872,BARRINE,QLD
"LAKE BARRINE, QLD",4884,LAKE BARRINE,QLD
"BARRINGELLA, NSW",2540,BARRINGELLA,NSW
"BARRINGHA, QLD",4816,BARRINGHA,QLD
"BARRINGTON, NSW",2422,BARRINGTON,NSW
"BARRINGTON, TAS",7306,BARRINGTON,TAS
"BARRINGTON TOPS, NSW",2422,BARRINGTON TOPS,NSW
"LOWER BARRINGTON, TAS",7306,LOWER BARRINGTON,TAS
"BARRINGUN, NSW",2840,BARRINGUN,NSW
"BARRINGUN, QLD",4490,BARRINGUN,QLD
"BARRON, QLD",4878,BARRON,QLD
"BARRON GORGE, QLD",4870,BARRON GORGE,QLD
"EAST BARRON, QLD",4883,EAST BARRON,QLD
"LADY BARRON, TAS",7255,LADY BARRON,TAS
"UPPER BARRON, QLD",4883,UPPER BARRON,QLD
"BARROW CREEK, NT",0872,BARROW CREEK,NT
"BARROW ISLAND, WA",6712,BARROW ISLAND,WA
"BARRY, NSW",2340,BARRY,NSW
"BARRY, NSW",2799,BARRY,NSW
"BARRYS REEF, VIC",3458,BARRYS REEF,VIC
"MOUNT BARRY, SA",5723,MOUNT BARRY,SA
"BARTLE FRERE, QLD",4861,BARTLE FRERE,QLD
"BARTON, ACT",2600,BARTON,ACT
"BARUNAH PARK, VIC",3329,BARUNAH PARK,VIC
"BARUNAH PLAINS, VIC",3329,BARUNAH PLAINS,VIC
"BARUNGA, NT",0852,BARUNGA,NT
"BARUNGA GAP, SA",5520,BARUNGA GAP,SA
"BARWANG, NSW",2594,BARWANG,NSW
"BARWIDGEE, VIC",3737,BARWIDGEE,VIC
"BARWIDGI, QLD",4872,BARWIDGI,QLD
"BARWITE, VIC",3722,BARWITE,VIC
"BARWON, NSW",2396,BARWON,NSW
"BARWON DOWNS, VIC",3243,BARWON DOWNS,VIC
"BARWON HEADS, VIC",3227,BARWON HEADS,VIC
"BARYULGIL, NSW",2460,BARYULGIL,NSW
"BASALT, VIC",3460,BASALT,VIC
"BASALT, QLD",4820,BASALT,QLD
"BASILISK, QLD",4871,BASILISK,QLD
"BASIN POCKET, QLD",4305,BASIN POCKET,QLD
"BASIN VIEW, NSW",2540,BASIN VIEW,NSW
"BASKERVILLE, WA",6056,BASKERVILLE,WA
"BASKET RANGE, SA",5138,BASKET RANGE,SA
"BASS, VIC",3991,BASS,VIC
"BASS HILL, NSW",2197,BASS HILL,NSW
"BASSENDEAN, NSW",2365,BASSENDEAN,NSW
"BASSENDEAN, WA",6054,BASSENDEAN,WA
"BASSENDEAN, WA",6934,BASSENDEAN,WA
"BASSENDEAN DC, WA",6942,BASSENDEAN DC,WA
"BATAR CREEK, NSW",2439,BATAR CREEK,NSW
"BATCHELOR, NT",0845,BATCHELOR,NT
"BATEAU BAY, NSW",2261,BATEAU BAY,NSW
"BATEHAVEN, NSW",2536,BATEHAVEN,NSW
"BATEMAN, WA",6150,BATEMAN,WA
"BATEMANS BAY, NSW",2536,BATEMANS BAY,NSW
"NORTH BATEMANS BAY, NSW",2536,NORTH BATEMANS BAY,NSW
"BATESFORD, VIC",3213,BATESFORD,VIC
"BATHAMPTON, NSW",2795,BATHAMPTON,NSW
"BATHUMI, VIC",3730,BATHUMI,VIC
"BATHURST, NSW",2795,BATHURST,NSW
"BATHURST ISLAND, NT",0822,BATHURST ISLAND,NT
"BATHURST WEST, NSW",2795,BATHURST WEST,NSW
"LAKE BATHURST, NSW",2580,LAKE BATHURST,NSW
"SOUTH BATHURST, NSW",2795,SOUTH BATHURST,NSW
"WEST BATHURST, NSW",2795,WEST BATHURST,NSW
"BATLOW, NSW",2730,BATLOW,NSW
"BATMAN, VIC",3058,BATMAN,VIC
"BATTERY HILL, QLD",4551,BATTERY HILL,QLD
"BATTERY POINT, TAS",7004,BATTERY POINT,TAS
"BAUDIN, WA",6284,BAUDIN,WA
"BAUDIN BEACH, SA",5222,BAUDIN BEACH,SA
"BAUHINIA, QLD",4718,BAUHINIA,QLD
"BAULKHAM HILLS, NSW",1755,BAULKHAM HILLS,NSW
"BAULKHAM HILLS, NSW",2153,BAULKHAM HILLS,NSW
"BAUPLE, QLD",4650,BAUPLE,QLD
"BAUPLE FOREST, QLD",4650,BAUPLE FOREST,QLD
"BAW BAW, NSW",2580,BAW BAW,NSW
"BAW BAW, VIC",3833,BAW BAW,VIC
"BAW BAW VILLAGE, VIC",3833,BAW BAW VILLAGE,VIC
"BAWLEY POINT, NSW",2539,BAWLEY POINT,NSW
"BAXTER, VIC",3911,BAXTER,VIC
"BAXTERS RIDGE, NSW",2422,BAXTERS RIDGE,NSW
"BAY OF SHOALS, SA",5223,BAY OF SHOALS,SA
"BAY VILLAGE, NSW",2261,BAY VILLAGE,NSW
"BAYINDEEN, VIC",3375,BAYINDEEN,VIC
"BAYLES, VIC",3981,BAYLES,VIC
"BAYNTON, VIC",3444,BAYNTON,VIC
"BAYNTON, WA",6714,BAYNTON,WA
"BAYNTON EAST, VIC",3444,BAYNTON EAST,VIC
"BAYONET HEAD, WA",6330,BAYONET HEAD,WA
"BAYRICK, QLD",4478,BAYRICK,QLD
"BAYSWATER, VIC",3153,BAYSWATER,VIC
"BAYSWATER, WA",6053,BAYSWATER,WA
"BAYSWATER, WA",6933,BAYSWATER,WA
"BAYSWATER NORTH, VIC",3153,BAYSWATER NORTH,VIC
"BAYVIEW, NT",0820,BAYVIEW,NT
"BAYVIEW, NSW",2104,BAYVIEW,NSW
